hs_code,product_desc,unit,general_rate,applicable_origin
1004.10.00.00,Seed,"[""kg""]",Free,ALL
1004.90.00,Other,,Free,ALL
1004.90.00.10,Certified organic,"[""kg""]",,ALL
1004.90.00.90,Other,"[""kg""]",,ALL
1005.10.00,Seed,,Free,ALL
1005.10.00.10,Yellow corn,"[""kg""]",,ALL
1005.10.00.90,Other,"[""kg""]",,ALL
1005.90.20,Yellow dent corn,,0.05¢/kg,ALL
1005.90.20.15,Certified Organic,"[""kg""]",,ALL
1005.90.20.25,Other,"[""kg""]",,ALL
1005.90.40,Other,,0.25¢/kg,ALL
1005.90.40.40,Popcorn,"[""kg""]",,ALL
1005.90.40.60,Other,"[""kg""]",,ALL
1006.10.00.00,Rice in the husk (paddy or rough),"[""kg""]",1.8¢/kg,ALL
1006.20.20,Basmati,,0.83¢/kg,ALL
1006.20.20.10,Certified organic,"[""kg""]",,ALL
1006.20.20.90,Other,"[""kg""]",,ALL
1006.20.40,Other,,2.1¢/kg,ALL
1006.20.40.25,Jasmine,"[""kg""]",,ALL
1006.20.40.35,Other,"[""kg""]",,ALL
1006.20.40.40,Medium grain,"[""kg""]",,ALL
1006.20.40.60,Short grain,"[""kg""]",,ALL
1006.20.40.80,Mixtures of any of the above,"[""kg""]",,ALL
1006.30.10,Parboiled,,11.20%,ALL
1006.30.10.20,Long grain,"[""kg""]",,ALL
1006.30.10.40,"Other, including mixtures","[""kg""]",,ALL
1006.30.90,Other,,1.4¢/kg,ALL
1006.30.90.15,Certified Organic,"[""kg""]",,ALL
1006.30.90.57,Jasmine,"[""kg""]",,ALL
1006.30.90.59,Basmati,"[""kg""]",,ALL
1006.30.90.61,Other,"[""kg""]",,ALL
1006.30.90.65,Medium grain,"[""kg""]",,ALL
1006.30.90.75,Short grain,"[""kg""]",,ALL
1006.30.90.85,Mixtures of any of the above,"[""kg""]",,ALL
1006.40.00.00,Broken rice,"[""kg""]",0.44¢/kg,ALL
1007.10.00.00,Seed,"[""kg""]",0.22¢/kg,ALL
1007.90.00.00,Other,"[""kg""]",0.22¢/kg,ALL
1008.10.00.00,Buckwheat,"[""kg""]",Free,ALL
1008.21.00.00,Seed,"[""kg""]",0.32¢/kg,ALL
1008.29.00.00,Other,"[""kg""]",0.32¢/kg,ALL
1008.30.00.00,Canary seeds,"[""kg""]",0.12¢/kg,ALL
1008.40.00.00,Fonio (Digitaria spp.),"[""kg""]",1.10%,ALL
1008.50.00,Quinoa (Chenopodium quinoa),,1.10%,ALL
1008.50.00.10,Certified organic,"[""kg""]",,ALL
1008.50.00.90,Other,"[""kg""]",,ALL
1008.60.00.00,Triticale,"[""kg""]",1.10%,ALL
1008.90.01,Other cereals (including wild rice),,1.10%,ALL
1008.90.01.20,Wild rice,"[""kg""]",,ALL
1008.90.01.40,Other,"[""kg""]",,ALL
1101.00.00,Wheat or meslin flour,,0.7¢/kg,ALL
1101.00.00.10,Hard spring wheat,"[""kg""]",,ALL
1101.00.00.20,Durum wheat,"[""kg""]",,ALL
1101.00.00.30,White winter wheat,"[""kg""]",,ALL
1101.00.00.50,Certified organic,"[""kg""]",,ALL
1101.00.00.60,Other,"[""kg""]",,ALL
1102.20.00.00,Corn (maize) flour,"[""kg""]",0.3¢/kg,ALL
1102.90.20.00,Buckwheat flour,"[""kg""]",Free,ALL
1102.90.25.00,Rice flour,"[""kg""]",0.09¢/kg,ALL
1102.90.27.00,Rye flour,"[""kg""]",0.23¢/kg,ALL
1102.90.30.00,Mixtures,"[""kg""]",12.80%,ALL
1102.90.60.00,Other,"[""kg""]",9.00%,ALL
1103.11.00,Of wheat,,0.5¢/kg,ALL
1103.11.00.20,Semolina,"[""kg""]",,ALL
1103.11.00.40,Other,"[""kg""]",,ALL
1103.13.00,Of corn (maize),,0.3¢/kg,ALL
1103.13.00.20,Cornmeal,"[""kg""]",,ALL
1103.13.00.60,Other,"[""kg""]",,ALL
1103.19.12.00,Of oats,"[""kg""]",0.8¢/kg,ALL
1103.19.14.00,Of rice,"[""kg""]",0.09¢/kg,ALL
1103.19.90.00,Of other cereals,"[""kg""]",9.00%,ALL
1103.20.00,Pellets,,Free,ALL
1103.20.00.10,Of wheat,"[""kg""]",,ALL
1103.20.00.90,Of other cereals,"[""kg""]",,ALL
1104.12.00,Of oats,,1.2¢/kg,ALL
1104.12.00.10,Certified organic,"[""kg""]",,ALL
1104.12.00.90,Other,"[""kg""]",,ALL
1104.19.10.00,Of barley,"[""kg""]",2¢/kg,ALL
1104.19.90.00,Other,"[""kg""]",0.45¢/kg,ALL
1104.22.00.00,Of oats,"[""kg""]",0.50%,ALL
1104.23.00.00,Of corn (maize),"[""kg""]",0.45¢/kg,ALL
1104.29.10.00,Of barley,"[""kg""]",1.20%,ALL
1104.29.90.00,Other,"[""kg""]",2.70%,ALL
1104.30.00.00,"Germ of cereals, whole, rolled, flaked or ground","[""kg""]",4.50%,ALL
1105.10.00.00,"Flour, meal and powder","[""kg""]",1.7¢/kg,ALL
1105.20.00.00,"Flakes, granules and pellets","[""kg""]",1.3¢/kg,ALL
1106.10.00.00,Of the dried leguminous vegetables of heading 0713,"[""kg""]",8.30%,ALL
1106.20.10.00,Of Chinese water chestnuts,"[""kg""]",8.30%,ALL
1106.20.90.00,Other,"[""kg""]",Free,ALL
1106.30.20.00,Banana and plantain,"[""kg""]",2.80%,ALL
1106.30.40.00,Other,"[""kg""]",9.60%,ALL
1107.10.00.00,Not roasted,"[""kg""]",0.3¢/kg,ALL
1107.20.00.00,Roasted,"[""kg""]",0.42¢/kg,ALL
1108.11.00,Wheat starch,,0.54¢/kg,ALL
1108.11.00.10,For food use,"[""kg""]",,ALL
1108.11.00.90,Other,"[""kg""]",,ALL
1108.12.00,Corn (maize) starch,,0.54¢/kg,ALL
1108.12.00.10,For food use,"[""kg""]",,ALL
1108.12.00.90,Other,"[""kg""]",,ALL
1108.13.00,Potato starch,,0.56¢/kg,ALL
1108.13.00.10,For human consumption,"[""kg""]",,ALL
1108.13.00.90,Other,"[""kg""]",,ALL
1108.14.00.00,Cassava (manioc) starch,"[""kg""]",Free,ALL
1108.19.00,Other starches,,Free,ALL
1108.19.00.10,Cereal starches for non-food use,"[""kg""]",,ALL
1108.19.00.90,Other,"[""kg""]",,ALL
1108.20.00.00,Inulin,"[""kg""]",2.60%,ALL
1109.00.10.00,To be used as animal feed,"[""kg""]",1.80%,ALL
1109.00.90,Other,"[""kg""]",6.80%,ALL
1109.00.90.10,Certified organic,"[""kg""]",,ALL
1109.00.90.20,Other,"[""kg""]",,ALL
1201.10.00.00,Seed,"[""kg""]",Free,ALL
1201.90.00,Other,,Free,ALL
1201.90.00.05,Seeds of a kind used as oil stock,"[""kg""]",,ALL
1201.90.00.10,Certified organic,"[""kg""]",,ALL
1201.90.00.90,Other,"[""kg""]",,ALL
1202.30.05.00,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,"[""kg""]",6.6¢/kg,ALL
1202.30.40.00,Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions,"[""kg""]",6.6¢/kg,ALL
1202.30.80.00,Other,"[""kg""]",131.80%,ALL
1202.41.05,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,,9.35¢/kg,ALL
1202.41.05.20,For use as oil stock,"[""kg""]",,ALL
1202.41.05.40,Other,"[""kg""]",,ALL
1202.41.40,Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions,,9.35¢/kg,ALL
1202.41.40.20,For use as oil stock,"[""kg""]",,ALL
1202.41.40.40,Other,"[""kg""]",,ALL
1202.41.80,Other,,163.80%,ALL
1202.41.80.20,For use as oil stock,"[""kg""]",,ALL
1202.41.80.40,Other,"[""kg""]",,ALL
1202.42.10,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,,6.6¢/kg,ALL
1202.42.10.20,For use as oil stock,"[""kg""]",,ALL
1202.42.10.40,Other,"[""kg""]",,ALL
1202.42.15,Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions,,6.6¢/kg,ALL
1202.42.15.20,For use as oil stock,"[""kg""]",,ALL
1202.42.15.40,Other,"[""kg""]",,ALL
1202.42.20,Other,,131.80%,ALL
1202.42.20.20,For use as oil stock,"[""kg""]",,ALL
1202.42.20.40,Other,"[""kg""]",,ALL
1202.42.50,Described in general note 15 of the tariff schedule and entered pursuant to its provisions,,6.6¢/kg,ALL
1202.42.50.20,For use as oil stock,"[""kg""]",,ALL
1202.42.50.40,Other,"[""kg""]",,ALL
1202.42.60,Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions,,6.6¢/kg,ALL
1202.42.60.20,For use as oil stock,"[""kg""]",,ALL
1202.42.60.40,Other,"[""kg""]",,ALL
1202.42.90,Other,,131.80%,ALL
1202.42.90.20,For use as oil stock,"[""kg""]",,ALL
1202.42.90.40,Other,"[""kg""]",,ALL
1203.00.00.00,Copra,"[""kg""]",Free,ALL
1204.00.00,"Flaxseed (linseed), whether or not broken",,0.39¢/kg,ALL
1204.00.00.10,For sowing,"[""kg""]",,ALL
1204.00.00.25,Certified organic,"[""kg""]",,ALL
1204.00.00.35,Other,"[""kg""]",,ALL
1204.00.00.55,Certified organic,"[""kg""]",,ALL
1204.00.00.75,Other,"[""kg""]",,ALL
1205.10.00,Low erucic acid rape or colza seeds,,0.58¢/kg,ALL
1205.10.00.10,For sowing,"[""kg""]",,ALL
1205.10.00.20,For use as oil stock,"[""kg""]",,ALL
1205.10.00.90,Other,"[""kg""]",,ALL
1205.90.00,Other,,0.58¢/kg,ALL
1205.90.00.10,For sowing,"[""kg""]",,ALL
1205.90.00.20,For use as oil stock,"[""kg""]",,ALL
1205.90.00.90,Other,"[""kg""]",,ALL
1206.00.00,"Sunflower seeds, whether or not broken",,Free,ALL
1206.00.00.20,For use as oil stock,"[""kg""]",,ALL
1206.00.00.31,For sowing,"[""kg""]",,ALL
1206.00.00.65,Certified organic,"[""kg""]",,ALL
1206.00.00.70,Other,"[""kg""]",,ALL
1206.00.00.75,Certified organic,"[""kg""]",,ALL
1206.00.00.80,Other,"[""kg""]",,ALL
1206.00.00.90,Other,"[""kg""]",,ALL
1207.10.00.00,Palm nuts and kernels,"[""kg""]",Free,ALL
1207.21.00.00,Seed,"[""kg""]",0.47¢/kg,ALL
1207.29.00.00,Other,"[""kg""]",0.47¢/kg,ALL
1207.30.00.00,Castor oil seeds,"[""kg""]",Free,ALL
1207.40.00,Sesame seeds,,Free,ALL
1207.40.00.10,Certified organic,"[""kg""]",,ALL
1207.40.00.90,Other,"[""kg""]",,ALL
1207.50.00.00,Mustard seeds,"[""kg""]",Free,ALL
1207.60.00.00,Safflower (Carthamus tinctorius) seeds,"[""kg""]",Free,ALL
1207.70.00,Melon seeds,,0.83¢/kg,ALL
1207.70.00.20,Cantaloupe,"[""kg""]",,ALL
1207.70.00.40,Watermelon,"[""kg""]",,ALL
1207.70.00.75,Other,"[""kg""]",,ALL
1207.91.00.00,Poppy seeds,"[""kg""]",0.06¢/kg,ALL
1207.99.03,Other,,Free,ALL
1207.99.03.10,Niger seed,"[""kg""]",,ALL
1207.99.03.40,For sowing,"[""kg""]",,ALL
1207.99.03.65,Certified organic,"[""kg""]",,ALL
1207.99.03.75,Other,"[""kg""]",,ALL
1207.99.03.92,Certified organic,"[""kg""]",,ALL
1207.99.03.97,Other,"[""kg""]",,ALL
1208.10.00,Of soybeans,,1.90%,ALL
1208.10.00.10,Certified organic,"[""kg""]",,ALL
1208.10.00.90,Other,"[""kg""]",,ALL
1208.90.00.00,Other,"[""kg""]",1.40%,ALL
1209.10.00.00,Sugar beet seeds,"[""kg""]",Free,ALL
1209.21.00,Alfalfa (lucerne) seeds,,1.5¢/kg,ALL
1209.21.00.20,Certified,"[""kg""]",,ALL
1209.21.00.40,Other,"[""kg""]",,ALL
1209.22.20.00,White and ladino,"[""kg""]",1.6¢/kg,ALL
1209.22.40,Other,,Free,ALL
1209.22.40.20,Alsike,"[""kg""]",,ALL
1209.22.40.30,Crimson,"[""kg""]",,ALL
1209.22.40.41,Double cut,"[""kg""]",,ALL
1209.22.40.49,Other,"[""kg""]",,ALL
1209.22.40.60,Sweet,"[""kg""]",,ALL
1209.22.40.95,Other,"[""kg""]",,ALL
1209.23.00,Fescue seeds,,Free,ALL
1209.23.00.20,Tall,"[""kg""]",,ALL
1209.23.00.31,Certified,"[""kg""]",,ALL
1209.23.00.39,Other,"[""kg""]",,ALL
1209.23.00.60,Meadow,"[""kg""]",,ALL
1209.23.00.90,Other,"[""kg""]",,ALL
1209.24.00.00,Kentucky blue grass (Poa pratensis L.) seeds,"[""kg""]",1.2¢/kg,ALL
1209.25.00,"Rye grass (Lolium multiflorium Lam., Lolium perenne L.) seeds",,1.4¢/kg,ALL
1209.25.00.20,Annual,"[""kg""]",,ALL
1209.25.00.40,Perennial,"[""kg""]",,ALL
1209.29.10.00,Beet,"[""kg""]",Free,ALL
1209.29.91,Other,,Free,ALL
1209.29.91.20,Bent grass (genus Agrostis),"[""kg""]",,ALL
1209.29.91.25,Husked,"[""kg""]",,ALL
1209.29.91.26,Other,"[""kg""]",,ALL
1209.29.91.30,Birdsfoot trefoil,"[""kg""]",,ALL
1209.29.91.36,Meadow,"[""kg""]",,ALL
1209.29.91.37,Smooth,"[""kg""]",,ALL
1209.29.91.38,Other,"[""kg""]",,ALL
1209.29.91.40,Orchard grass,"[""kg""]",,ALL
1209.29.91.60,Sudan grass,"[""kg""]",,ALL
1209.29.91.71,Crested,"[""kg""]",,ALL
1209.29.91.74,Other,"[""kg""]",,ALL
1209.29.91.76,Wild rye,"[""kg""]",,ALL
1209.29.91.79,Other grass,"[""kg""]",,ALL
1209.29.91.96,Other,"[""kg""]",,ALL
1209.30.00,Seeds of herbaceous plants cultivated principally for their flowers,,1¢/kg,ALL
